#,FORM #,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,Who-1,Url-1,Technology-1,Language-1,Site description-1,Country-1,Start Date-1,End Date-1,FIRST NAME,LAST NAME,EMAIL,APPROVED,VERIFIED
1543,1,https://washspot.crowdmap.com,2014-11-26 17:00:00,unknown,https://washspot.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1544,1,http://gocvakfi.org.tr/ihlal,2014-11-26 17:00:00,unknown,http://gocvakfi.org.tr/ihlal,"uncategorised,Ushahidi,large",0,0,,,,,,,,,,,,YES,NO
1537,1,https://accu.crowdmap.com,2014-11-26 17:00:00,unknown,https://accu.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1538,1,https://crisispreparednesscentral.crowdmap.com,2014-11-26 17:00:00,unknown,https://crisispreparednesscentral.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1539,1,http://ivotebecause.ca,2014-11-26 17:00:00,unknown,http://ivotebecause.ca,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1540,1,https://human.crowdmap.com,2014-11-26 17:00:00,unknown,https://human.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1533,1,http://cartographyofcapital.crowdmap.com,2014-11-26 17:00:00,unknown,http://cartographyofcapital.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1534,1,http://dalelapaz.com/mapa,2014-11-26 17:00:00,unknown,http://dalelapaz.com/mapa,"uncategorised,Ushahidi,large",0,0,,,,,,,,,,,,YES,NO
1535,1,http://macheobeta.crowdmap.com,2014-11-26 17:00:00,unknown,http://macheobeta.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1536,1,https://propoorinnovations.crowdmap.com,2014-11-26 17:00:00,unknown,https://propoorinnovations.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1530,1,https://guinnessbeer.crowdmap.com,2014-11-26 17:00:00,unknown,https://guinnessbeer.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1531,1,http://hollystberkeley.us,2014-11-26 17:00:00,unknown,http://hollystberkeley.us,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1532,1,http://sewebcrowd.com/beta,2014-11-26 17:00:00,unknown,http://sewebcrowd.com/beta,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1526,1,http://racializedspaces.crowdmap.com,2014-11-26 17:00:00,unknown,http://racializedspaces.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1527,1,https://farmersmarket.crowdmap.com,2014-11-26 17:00:00,unknown,https://farmersmarket.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1528,1,http://maesotincident.crowdmap.com,2014-11-26 17:00:00,unknown,http://maesotincident.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1529,1,http://miningwatch.crowdmap.com,2014-11-26 17:00:00,unknown,http://miningwatch.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1522,1,https://cavas.crowdmap.com,2014-11-26 17:00:00,unknown,https://cavas.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1523,1,https://zombietesteventtar.crowdmap.com,2014-11-26 17:00:00,unknown,https://zombietesteventtar.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1524,1,https://stadtamneckar.crowdmap.com,2014-11-26 17:00:00,unknown,https://stadtamneckar.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1525,1,https://observacionelectoralveracruz.crowdmap.com,2014-11-26 17:00:00,unknown,https://observacionelectoralveracruz.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1518,1,http://fyssyria1.crowdmap.com,2014-11-26 17:00:00,unknown,http://fyssyria1.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1519,1,http://misrelections.net/const2014,2014-11-26 17:00:00,unknown,http://misrelections.net/const2014,"uncategorised,Ushahidi,large",0,0,,,,,,,,,,,,YES,NO
1520,1,http://nirbhaya.crowdmap.com,2014-11-26 17:00:00,unknown,http://nirbhaya.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1521,1,http://test999.crowdmap.com,2014-11-26 17:00:00,unknown,http://test999.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1514,1,https://hotornot.crowdmap.com,2014-11-26 17:00:00,unknown,https://hotornot.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1515,1,http://timothyschommer.crowdmap.com,2014-11-26 17:00:00,unknown,http://timothyschommer.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1516,1,https://displacementopt.crowdmap.com,2014-11-26 17:00:00,unknown,https://displacementopt.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1517,1,https://unedcoma.crowdmap.com,2014-11-26 17:00:00,unknown,https://unedcoma.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1510,1,https://mapmyheritage.crowdmap.com,2014-11-26 17:00:00,unknown,https://mapmyheritage.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1511,1,https://mhtatm.crowdmap.com,2014-11-26 17:00:00,unknown,https://mhtatm.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1512,1,http://jbjtest1.crowdmap.com,2014-11-26 17:00:00,unknown,http://jbjtest1.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1513,1,https://pakrelief.crowdmap.com,2014-11-26 17:00:00,unknown,https://pakrelief.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1506,1,http://animalcruelty.crowdmap.com,2014-11-26 17:00:00,unknown,http://animalcruelty.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1507,1,https://rassismi.crowdmap.com,2014-11-26 17:00:00,unknown,https://rassismi.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1508,1,http://avtomobili.info/signals,2014-11-26 17:00:00,unknown,http://avtomobili.info/signals,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1509,1,http://practicalinitiatives.org,2014-11-26 17:00:00,unknown,http://practicalinitiatives.org,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1503,1,http://hidi.chakuriki.net/hidi,2014-11-26 17:00:00,unknown,http://hidi.chakuriki.net/hidi,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1504,1,https://foxconnr.crowdmap.com,2014-11-26 17:00:00,unknown,https://foxconnr.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1505,1,https://tribunemap1.crowdmap.com,2014-11-26 17:00:00,unknown,https://tribunemap1.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1499,1,https://exigimosdemocracia.crowdmap.com,2014-11-26 17:00:00,unknown,https://exigimosdemocracia.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1500,1,http://scooter01.crowdmap.com,2014-11-26 17:00:00,unknown,http://scooter01.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1501,1,https://mapgulu.crowdmap.com,2014-11-26 17:00:00,unknown,https://mapgulu.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1502,1,http://jammer.crowdmap.com,2014-11-26 17:00:00,unknown,http://jammer.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1495,1,http://zalart.al,2014-11-26 17:00:00,unknown,http://zalart.al,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1496,1,https://slgt.crowdmap.com,2014-11-26 17:00:00,unknown,https://slgt.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1497,1,https://sabbiemobili.crowdmap.com,2014-11-26 17:00:00,unknown,https://sabbiemobili.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1498,1,https://romanian.crowdmap.com,2014-11-26 17:00:00,unknown,https://romanian.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1492,1,https://eseriani.crowdmap.com,2014-11-26 17:00:00,unknown,https://eseriani.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1493,1,https://syrianarmenians.crowdmap.com,2014-11-26 17:00:00,unknown,https://syrianarmenians.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1494,1,http://www.nepalmonitor.org,2014-11-26 17:00:00,unknown,http://www.nepalmonitor.org,"uncategorised,Ushahidi,large",0,0,,,,,,,,,,,,YES,NO
1488,1,https://sbtf4iccm.crowdmap.com,2014-11-26 17:00:00,unknown,https://sbtf4iccm.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1489,1,http://mohhealthmap.crowdmap.com,2014-11-26 17:00:00,unknown,http://mohhealthmap.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1490,1,http://196.3.96.43/olavula,2014-11-26 17:00:00,unknown,http://196.3.96.43/olavula,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1491,1,http://mamas.cimafoundation.org,2014-11-26 17:00:00,unknown,http://mamas.cimafoundation.org,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1484,1,https://roadaccidentsbd.crowdmap.com,2014-11-26 17:00:00,unknown,https://roadaccidentsbd.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1485,1,https://uchinadasaigaimap.crowdmap.com,2014-11-26 17:00:00,unknown,https://uchinadasaigaimap.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1487,1,https://kenyaeducationpartnerships.crowdmap.com,2014-11-26 17:00:00,unknown,https://kenyaeducationpartnerships.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1480,1,https://brian.crowdmap.com,2014-11-26 17:00:00,unknown,https://brian.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1481,1,https://elbaradeiinfo.crowdmap.com,2014-11-26 17:00:00,unknown,https://elbaradeiinfo.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1482,1,https://africanperspectives.crowdmap.com,2014-11-26 17:00:00,unknown,https://africanperspectives.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1483,1,http://sim.ushahidi.tw,2014-11-26 17:00:00,unknown,http://sim.ushahidi.tw,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1476,1,https://hondurashealthmapping.crowdmap.com,2014-11-26 17:00:00,unknown,https://hondurashealthmapping.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1477,1,http://www.opengovnepal.org,2014-11-26 17:00:00,unknown,http://www.opengovnepal.org,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1478,1,http://electby.org,2014-11-26 17:00:00,unknown,http://electby.org,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1479,1,https://resourcesforhaiyan.crowdmap.com,2014-11-26 17:00:00,unknown,https://resourcesforhaiyan.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1472,1,https://hongo.crowdmap.com,2014-11-26 17:00:00,unknown,https://hongo.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1473,1,https://hurlinghamciudad.crowdmap.com,2014-11-26 17:00:00,unknown,https://hurlinghamciudad.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1474,1,http://knustwifi.crowdmap.com,2014-11-26 17:00:00,unknown,http://knustwifi.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1475,1,https://ffhunter.crowdmap.com,2014-11-26 17:00:00,unknown,https://ffhunter.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1468,1,https://cuencavisible.crowdmap.com,2014-11-26 17:00:00,unknown,https://cuencavisible.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1469,1,http://fake.land,2014-11-26 17:00:00,unknown,http://fake.land,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1470,1,https://akshara.crowdmap.com,2014-11-26 17:00:00,unknown,https://akshara.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1471,1,https://manisa.crowdmap.com,2014-11-26 17:00:00,unknown,https://manisa.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1464,1,https://socialinclusioneu.crowdmap.com,2014-11-26 17:00:00,unknown,https://socialinclusioneu.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1465,1,https://sinluz.crowdmap.com,2014-11-26 17:00:00,unknown,https://sinluz.crowdmap.com,"uncategorised,Crowdmap,large",0,0,,,,,,,,,,,,YES,NO
1466,1,http://testgeodan.crowdmap.com,2014-11-26 17:00:00,unknown,http://testgeodan.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1467,1,https://istanbulviolence.crowdmap.com,2014-11-26 17:00:00,unknown,https://istanbulviolence.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1460,1,http://nolaroads.crowdmap.com,2014-11-26 17:00:00,unknown,http://nolaroads.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1461,1,http://quinnipiacpen.crowdmap.com,2014-11-26 17:00:00,unknown,http://quinnipiacpen.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1462,1,https://corregidoraopinaque.crowdmap.com,2014-11-26 17:00:00,unknown,https://corregidoraopinaque.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1463,1,https://sohumslides2011.crowdmap.com,2014-11-26 17:00:00,unknown,https://sohumslides2011.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1457,1,http://research.ouce.ox.ac.uk/migratorybirdhunting,2014-11-26 17:00:00,unknown,http://research.ouce.ox.ac.uk/migratorybirdhunting,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1458,1,https://2014snowds.crowdmap.com,2014-11-26 17:00:00,unknown,https://2014snowds.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1459,1,https://galvbay.crowdmap.com,2014-11-26 17:00:00,unknown,https://galvbay.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1453,1,https://publicsituationmappugetsound.crowdmap.com,2014-11-26 17:00:00,unknown,https://publicsituationmappugetsound.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1454,1,https://amnestysaudiarabia.crowdmap.com,2014-11-26 17:00:00,unknown,https://amnestysaudiarabia.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1455,1,https://odrmap.crowdmap.com,2014-11-26 17:00:00,unknown,https://odrmap.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1456,1,https://enriquepinilla.crowdmap.com,2014-11-26 17:00:00,unknown,https://enriquepinilla.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1450,1,https://everettlab.crowdmap.com,2014-11-26 17:00:00,unknown,https://everettlab.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1451,1,http://argentinavota.org,2014-11-26 17:00:00,unknown,http://argentinavota.org,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1452,1,https://hisdzombieoutbreak.crowdmap.com,2014-11-26 17:00:00,unknown,https://hisdzombieoutbreak.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1446,1,https://irisgsecurityca.crowdmap.com,2014-11-26 17:00:00,unknown,https://irisgsecurityca.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1447,1,http://candelabro.crowdmap.com,2014-11-26 17:00:00,unknown,http://candelabro.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1448,1,http://greenschoolsworc.crowdmap.com,2014-11-26 17:00:00,unknown,http://greenschoolsworc.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1449,1,http://nuagriculture.crowdmap.com,2014-11-26 17:00:00,unknown,http://nuagriculture.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1442,1,http://experienciesobal.crowdmap.com,2014-11-26 17:00:00,unknown,http://experienciesobal.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1443,1,http://volunteerventuracounty.crowdmap.com,2014-11-26 17:00:00,unknown,http://volunteerventuracounty.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1444,1,https://mazingiraasili.crowdmap.com,2014-11-26 17:00:00,unknown,https://mazingiraasili.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1445,1,https://watetezihaki.crowdmap.com,2014-11-26 17:00:00,unknown,https://watetezihaki.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1438,1,http://viboragroup.com/map/testsite,2014-11-26 17:00:00,unknown,http://viboragroup.com/map/testsite,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1439,1,http://adm.ceag.unb.br/mapacvrs,2014-11-26 17:00:00,unknown,http://adm.ceag.unb.br/mapacvrs,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1440,1,https://steelrock.crowdmap.com,2014-11-26 17:00:00,unknown,https://steelrock.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1441,1,https://crisisinfochs.crowdmap.com,2014-11-26 17:00:00,unknown,https://crisisinfochs.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1435,1,https://dcprez2012.crowdmap.com,2014-11-26 17:00:00,unknown,https://dcprez2012.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1436,1,http://ushahidi.demo.neotys.com,2014-11-26 17:00:00,unknown,http://ushahidi.demo.neotys.com,"uncategorised,Ushahidi,large",0,0,,,,,,,,,,,,YES,NO
1437,1,https://unmdisasterclass.crowdmap.com,2014-11-26 17:00:00,unknown,https://unmdisasterclass.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1431,1,http://roxbury.crowdmap.com,2014-11-26 17:00:00,unknown,http://roxbury.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1432,1,https://incendiovalpo.crowdmap.com,2014-11-26 17:00:00,unknown,https://incendiovalpo.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1433,1,http://intergeo.crowdmap.com,2014-11-26 17:00:00,unknown,http://intergeo.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1434,1,https://nswfloods.crowdmap.com,2014-11-26 17:00:00,unknown,https://nswfloods.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1427,1,http://antipoaching.crowdmap.com,2014-11-26 17:00:00,unknown,http://antipoaching.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1428,1,http://aslam.crowdmap.com,2014-11-26 17:00:00,unknown,http://aslam.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1429,1,http://statenislandrelief.crowdmap.com,2014-11-26 17:00:00,unknown,http://statenislandrelief.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1430,1,https://fletcheraddresses.crowdmap.com,2014-11-26 17:00:00,unknown,https://fletcheraddresses.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1423,1,http://elevation2.openpsy.org,2014-11-26 17:00:00,unknown,http://elevation2.openpsy.org,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1424,1,http://electionsofegypt.crowdmap.com,2014-11-26 17:00:00,unknown,http://electionsofegypt.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1425,1,https://uknflparticipation.crowdmap.com,2014-11-26 17:00:00,unknown,https://uknflparticipation.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1426,1,https://trilliumresolve2012.crowdmap.com,2014-11-26 17:00:00,unknown,https://trilliumresolve2012.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1420,1,http://limpopo101.crowdmap.com,2014-11-26 17:00:00,unknown,http://limpopo101.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1421,1,https://maandevelopment.crowdmap.com,2014-11-26 17:00:00,unknown,https://maandevelopment.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1422,1,https://undesaprojects.crowdmap.com,2014-11-26 17:00:00,unknown,https://undesaprojects.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1416,1,http://lizsamuels.crowdmap.com,2014-11-26 17:00:00,unknown,http://lizsamuels.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1417,1,https://mlonga.crowdmap.com,2014-11-26 17:00:00,unknown,https://mlonga.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1418,1,http://www.nyfree.info,2014-11-26 17:00:00,unknown,http://www.nyfree.info,"uncategorised,Ushahidi,large",0,0,,,,,,,,,,,,YES,NO
1419,1,https://findfuel.crowdmap.com,2014-11-26 17:00:00,unknown,https://findfuel.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1412,1,https://sush.crowdmap.com,2014-11-26 17:00:00,unknown,https://sush.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1413,1,https://freewificoffeeshops.crowdmap.com,2014-11-26 17:00:00,unknown,https://freewificoffeeshops.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1414,1,http://pacefun.crowdmap.com,2014-11-26 17:00:00,unknown,http://pacefun.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1415,1,https://mapax.crowdmap.com,2014-11-26 17:00:00,unknown,https://mapax.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1410,1,https://mediamanch.crowdmap.com,2014-11-26 17:00:00,unknown,https://mediamanch.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1411,1,https://udine.crowdmap.com,2014-11-26 17:00:00,unknown,https://udine.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1406,1,https://talk2dvb.crowdmap.com,2014-11-26 17:00:00,unknown,https://talk2dvb.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1407,1,https://zocalo.crowdmap.com,2014-11-26 17:00:00,unknown,https://zocalo.crowdmap.com,"uncategorised,Crowdmap,large",0,0,,,,,,,,,,,,YES,NO
1408,1,https://injusticedevolution.crowdmap.com,2014-11-26 17:00:00,unknown,https://injusticedevolution.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1409,1,http://bitcoinx.crowdmap.com,2014-11-26 17:00:00,unknown,http://bitcoinx.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1402,1,https://pacificislands.crowdmap.com,2014-11-26 17:00:00,unknown,https://pacificislands.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1403,1,http://territorio.studiomailander.it,2014-11-26 17:00:00,unknown,http://territorio.studiomailander.it,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1404,1,http://ushahidisardegna.crowdmap.com,2014-11-26 17:00:00,unknown,http://ushahidisardegna.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1405,1,https://museosgaliciacom.crowdmap.com,2014-11-26 17:00:00,unknown,https://museosgaliciacom.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1399,1,https://samuifact.crowdmap.com,2014-11-26 17:00:00,unknown,https://samuifact.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1400,1,https://psiizobrenovca.crowdmap.com,2014-11-26 17:00:00,unknown,https://psiizobrenovca.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1401,1,https://noncrouwd.crowdmap.com,2014-11-26 17:00:00,unknown,https://noncrouwd.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1395,1,https://somap.crowdmap.com,2014-11-26 17:00:00,unknown,https://somap.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1396,1,http://avaazaa.crowdmap.com,2014-11-26 17:00:00,unknown,http://avaazaa.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1397,1,https://emendas.crowdmap.com,2014-11-26 17:00:00,unknown,https://emendas.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1398,1,https://elblo.crowdmap.com,2014-11-26 17:00:00,unknown,https://elblo.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1392,1,https://organmonitor.crowdmap.com,2014-11-26 17:00:00,unknown,https://organmonitor.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1393,1,https://mibicyclists.crowdmap.com,2014-11-26 17:00:00,unknown,https://mibicyclists.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1394,1,http://www.imapnews.org,2014-11-26 17:00:00,unknown,http://www.imapnews.org,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
